Nom;Ville;Departement;Websites;Mail;Produits;Infos
"AMAP la Vinaudais";saint-pere-en-retz;44;"https://www.facebook.com/fermedelavinaudais/ | go.php?typ=1&id=2031";j.blomqvist@yahoo.fr;" Légumes BIO, fruits BIO, confitures BIO, pain BIO, oeufs, poulet";"Distribution le vendredi de 17h à 19h à la Vinaudais."
"Les GUMES";saint-sebastien-sur-loire;44;go.php?typ=1&id=832;amap.lesgumes@gmail.com;" Légumes, fruits, agrumes, champignons, viandes, pain, oeufs, poisson, poulet, produits laitiers, fromage de brebis et chèvre, sel, huile, farine";"Distribution le vendredi de 18h à 19h30 au boulodrome de la salle de la Noé Cottée - rue des Becques."
"Amap du Brivet";sainte-anne-sur-brivet;44;go.php?typ=1&id=1272;amapdubrivet@laposte.net;" Légumes BIO, pain BIO, poulet BIO, produits laitiers BIO";"Distribution des légumes le mercredi de 17h30 à 18h30 à la ferme du Fournil de La Barre Distribution de pain, volailles et produits laitiers de vaches le mercredi de 17h30 à 18h30 au Fournil de la Barre. Distribution de produits laitiers de brebis le samedi de 10h à 13h à la ferme de la Mer de l'Isle."
"Fournil de la Barre";sainte-anne-sur-brivet;44;https://www.facebook.com/lefournildelabarre/;lefournildelabarre@hotmail.fr;" Volaille BIO, pain BIO, crêpes BIO, galettes BIO, farine BIO";"Distribution le mercredi et le vendredi de 16h à 19h à la ferme - 51, La Barre."
"AMAP Sautron";sautron;44;go.php?typ=1&id=818;jf.gallant@orange.fr;" Légumes, fruits, fromages, oeufs, produits laitiers, pain, volailles, poisson, viandes, miel";"Distribution le mardi de 18h30 à 19h30 sous les halles de la linière - place François Baudry."
"Amap de Mazerolles";suce-sur-erdre;44;"https://www.facebook.com/amapdemazerolles?ref=hl | go.php?typ=1&id=783";amap.mazerolles@lilo.org;" Légumes BIO, fruits, pain, viandes bovine et porcine, oeufs, volailles, produits laitiers, miel, pain d'épices";"Distribution le mardi de 18h à 19h à la salle des fêtes de la Papinière."
"AMAP de Thouaré sur Loire";thouare-sur-loire;44;go.php?typ=1&id=1378;amap.thouare@gmail.com;" Légumes, fruits, viande (boeuf / veau), miel, pain d'épices, volailles, oeufs, produits laitiers, farine BIO";"Distribution le mardi de 18h à 19h à l'Espace la Morvandière - 23, rue de Mauves."
"AMAP de Treillières";treillieres;44;go.php?typ=1&id=787;amaptreillieres@gmail.com;" Légumes, fruits, oeufs, pain, volaille, fromages, produits laitiers, viandes, champignons, miel, plantes aromatiques, huile, huitres, sel";"Distribution le jeudi de 18h à 19h dans la cour de l'ancienne école maternelle de la Chesnaie - 55, rue de la Mairie."
"AMAP de Vallet";vallet;44;go.php?typ=1&id=1099;amapvallet@gmail.com;" Légumes, pain, pommes & poires, poulets, ?ufs, poisson, galettes de blé noir, viande de porc, produits laitiers chèvre et vache";"Distribution le vendredi de 18h à 19h30 à la ferme de Mr et Mme Poilane - à l'Aufrère."
"AMAP NOZAY - La Ringaudière";vay;44;;amap.laringaudiere@orange.fr;" Légumes BIO, oeufs, pain, galettes, produits laitiers";"Distribution le jeudi de 18h30 à 20h chez les maraîchers au ""Jardin des Pierres Bleues""."
"AMAP les Paniers de Vertou";vertou;44;go.php?typ=1&id=833;vertou.amap@orange.fr;" Légumes BIO, pommes, jus de pomme, fraises, produits laitiers de vache BIO, fromage de chèvre,BIO, viandes BIO, oeufs BIO";"Distribution le vendredi de 18h à 19h15 au 11, chemin des Perdriaux."
"AMAP de Vigneux";vigneux-de-bretagne;44;go.php?typ=1&id=2036;amap.vigneux@free.fr;" Légumes, fruits, oeufs, volailles, pain, farine, produits laitiers (vaches et chèvre), viande porcine, poisson, miel";"Distribution le mardi de 18h30 à 19h30 à l'ancienne boulangerie, en contrebas de l?église."
"Terres de Loire";beaugency;45;go.php?typ=1&id=467;amapterresdeloire@gmail.com;" PRODUITS BIO";"Distribution le vendredi de 18h15 à 19h15 sous la halle place du petit marché ou à l'Agora."
"AMAPP du LOING";chalette-sur-loing;45;"https://en-gb.facebook.com/AMAPPduLOING/ | go.php?typ=1&id=1300";amappduloing@free.fr;" Légumes BIO, fruits, pain, farine, viandes, volailles, oeufs, fromages, miel, cidre, vin, galettes, huile, lentilles";"Distribution le vendredi de 18h30 à 19h30 à la Maison des Associations - 32, rue Claude Debussy."
"AMAP de l'Orléanais - Terre en Vie";chanteau;45;"https://www.facebook.com/profile.php?id=61558268439360 | go.php?typ=1&id=468";amap.terreenvie@gmail.com;" Légumes, volailles, oeufs, fromage, bière";"Distribution le mercredi de 18h15 à 19h chez le maraîcher Michel BERRUE à ""La Charmoise""(Orléans Nord)."
"AMAP CHATEAUNEUF SUR LOIRE";chateauneuf-sur-loire;45;go.php?typ=1&id=464;amapchateauneuf@free.fr;" Légumes BIO, oeufs BIO, poulets BIO, agrumes";"Distribution le jeudi de 17h30 à 18h45 au magasin ""La Source BIO"" - 2, Bld de la République."
"AMAPP Loire et Canal";chatillon-sur-loire;45;;amapploiretcanal@gmail.com;" Légumes, fruits, asperges, noix, volaille,viandes BIO, fromages, cidre, farine, pain, miel, jus de pommes";"Distribution le jeudi de 17h30 à 19h à l?espace Gitton - place du Champ de Foire."
"AMAP TERRES D'ARDOUX";clery-saint-andre;45;go.php?typ=1&id=2440;terresdardoux@gmail.com;" Légumes, fruits, viandes (b?uf / veau / porc / agneau), volailles, fromages (vache / chèvre /brebis), ?ufs, pain, farines, pâtes, huiles, graines, miel, bière, vin, cidre, vinaigres,";"Autres produits: condiments, biscuits, délices de petits fruits, sirops, tisanes Distribution le vendredi de 18h à 19h sous la Halle Lebrun. Tous les produits sont BIO."
"AMAPP du Gâtinais";cortrat;45;go.php?typ=1&id=465;contact@gatinais-amapp.fr;" Légumes, pommes, cidre et jus, lait, fromages, oeufs, volailles, viandes, miel, pain et farines, crêpes et galettes, poisson, pâtes, asperges, huiles, huîtres";"Distribution le vendredi de 17h30 à 19h30 aux ""Jardins de Mocquepoix"" au lieu-dit ""Petit Mocquepoix""."
"Terre en Vie";lailly-en-val;45;go.php?typ=1&id=2403;amap.terreenvie@gmail.com;" Viande de vache, de génisse ou de veau";"Livraison occasionnelle à la ferme de l'éleveur Jean-Marc Vallet ."
"AMAPP du pays de Lorris";lorris;45;;amapplorris2020@gmail.com;" Légumes, agrumes, pommes, pain, farine, produits laitiers, fromage, oeufs, volailles, viandes (agneau / b?uf / porc), pâtes, jus de pommes, crêpes, galettes";"Distribution le samedi de 11h à 12h à la Grange des Champs, Route de La Cour-Marigny."
"AMAPP des 4 saisons";melleroy;45;go.php?typ=1&id=469;melleroyamapp@orange.fr;" Légumes BIO, oeufs BIO, viande, poulet, pain, fromage de chèvre, asperges, cidre, jus de pommes, crêpes, galettes";"Distribution le mardi de 18h à 19h à la ferme des 4 saisons - Lieu-dit ""Les Guérins"". Contact téléphonique: - Adeline BODARD - Tél : 02 38 95 24 04 / 06 82 64 84 29"
"Les Paniers du Vivier";neuville-aux-bois;45;;lespaniersduvivier@laposte.net;" Légumes, volailles, oeufs, pâtes, farines, pain, huiles, lentilles, quinoa, miel et dérivés, vinaigre, cidre, poiré.";"Distribution : le vendredi soir de 18h30 à 19h15, salle du Moulin, rue Flandres Dunkerque à Neuville aux Bois."
"AMAP LE PANIER DU GRENOUILLARD";ondreville-sur-essonne;45;https://www.facebook.com/Amap-Le-Panier-Du-Grenouillard-1646307292060828/;lepanierdugrenouillard@gmail.com;" Légumes, fruits";"Distribution le vendredi de 18h à 19h à la Ferme des Plaines - 4, rue du soleil levant."
"Terre en Vie";saint-jean-de-braye;45;go.php?typ=1&id=1646;amap.terreenvie@gmail.com;" Poulets, porc, agneau, farine, fromages de chèvre, pommes,farine et pâtes, miel et ses dérivés, poirés, cidres et cydromels, bières";"Distribution des fruits et légumes le mercredi de 18h15 à 19h (?ufs tous les 15 jours) à la Charmoise à Chanteau, au nord d?Orléans, chez le producteur de fruits et légumes Michel Berrué. Distribution un vendredi par mois de 18h à 19h à la salle de la Pomme de Pin - rue Gallouédec."
"AMAP SAND'ILLON";sandillon;45;"https://www.facebook.com/lepotagerdesandillon/ | go.php?typ=1&id=2570";amap.sandillon@gmail.com;" Légumes BIO, fruits, oeufs, fromage de chèvre, volaille, viande, poisson, huile, farine, huitres, bière, miel";"Distribution le mercredi de 17h à 19h30 sur le site de production - 1244, Route de Jargeau."
"AMAP DU BEC D'ABLE";viglain;45;"https://www.facebook.com/Ferme-De-lAulnoy-119978435316612/ | go.php?typ=1&id=2519";fermedelaulnoy@gmail.com;" Légumes BIO, oeufs";"Distribution s le samedi de 9h à 12h ou le mercredi de 17h à 19h à la ferme de l'Aulnoy - route de Tigy."
"AMAP LA RIVIERE";cahors;46;;s.chamoutonfd@gmail.com;" Légumes, oeufs";"Distribution le jeudi de 18h à 19h15 sur le parking des Chartreux."
"AMAP PECH GARREL";castelfranc;46;go.php?typ=1&id=2141;mariemouly@hotmail.com;" Pain";"Distribution le mardi de 18h à 19h sous la halle couverte."
"AMAP CAMP DE RAS";castelfranc;46;go.php?typ=1&id=83;amap46.belaye.campderas@gmail.com;" Légumes BIO, pain";"Distribution le mardi de 18h à 19h sous la halle couverte."
"AMAP LES BOUSCARELS";castelfranc;46;go.php?typ=1&id=1321;amap46.lesbouscarels@orange.fr;" Fromage de chèvre";"Distribution le mardi tous les 15 jours de 18h à 19h sous la halle."
"AMAP FOXA POUSS";figeac;46;go.php?typ=1&id=1320;foxapouss2@gmail.com;" Légumes";"Distribution le jeudi de 18h à 19h au 189, chemin de la Curie."
"AMAP Consom'Acteurs46";gourdon;46;go.php?typ=1&id=2055;amapconsomacteurs46@gmail.com;" Légumes, fruits corses, viandes, laitages vache et brebis, volailles, pain, asperges, miel";"Distribution le mardi de 18h30 à 19h30 sous le préau de l'école Hivernerie."
"AMAP de l'Origan";montcuq;46;go.php?typ=1&id=85;jbmouly@laposte.net;" Légumes BIO, pain BIO, produits laitiers BIO";"Distribution le mardi de 18h à 19h rue de la Promenade."
"AMAP DEL'ORT";pradines;46;go.php?typ=1&id=1319;jbmouly@laposte.net;" Légumes, pain";"Distribution le vendredi de 18h à 19h en face du restaurant ""Le Clos Grand""."
"AMAP Florida";agen;47;go.php?typ=1&id=1833;amapflorida@gmail.com;" Légumes, ?ufs, poulets, miel";"Distribution le mardi de 18h à 19h en hiver et de 18h15 à 19h30 en été devant le Florida - 95, boulevard du Président Carnot."
"AMAP Marmande";marmande;47;go.php?typ=1&id=2380;cath.laur47@gmail.com;" Légumes BIO, fruits BIO, fromage, oeufs BIO, poulets BIO, viande BIO, huile, farine";"Distribution le jeudi de 18h30 à 19h à la Biocoop - Route de Bordeaux."
"AMAP de la Baïse";nerac;47;"https://www.facebook.com/amapdelabaise/ | go.php?typ=1&id=138";amapdelabaise@gmail.com;" Légumes BIO, fruits, pains et brioches";"Distribution le mardi à partir de 15h30 devant le magasin Biocoop - Route de Condom."
"AMAP des Séounes";saint-pierre-de-clairac;47;;amap.seounes@gmail.com;" Légumes BIO, oeufs BIO, fromage de chèvre BIO, miel, poulet";"Distribution le jeudi de 18h à 19h au Petit Marché - D813 sortie de LAFOX."
"AMAP Villeneuve sur Lot";villeneuve-sur-lot;47;https://www.facebook.com/profile.php?id=100057450339460;amapvilleneuvesurlot@gmail.com;" Légumes, pommes, poulets, fromage de chèvre, charcuterie, miel";"Distribution le mardi de 18h30 à 19h30 derrière l'Eglise de Eysses."
"Amapp du Gévaudan";mende;48;"https://www.facebook.com/amappdugevaudan/ | go.php?typ=1&id=2131";amapp-gevaudan@mappemende.org;" Légumes, viandes, escargots, pain, produits laitiers, châtaignes, safran, tisanes, sirops, confits, pâtes";"Distribution le mercredi 12h30 à 13h30 sous le auvent de l'Espace Evènement - Place du foirail (en face de la terrasse du Provencal)."
"AMAP du Quai";angers;49;go.php?typ=1&id=849;amapduquai@gmail.com;" Légumes, fruits, viandes, miel, volaille, oeufs, lait, fromages de chèvre, pain, , farine, produits laitiers, tisanes, confitures, huiles, légumes secs, plants potager et arbres fruitiers";"Distribution le jeudi de 17h à 18h30 au théâtre ""le Quai"" dans le hall du bâtiment ou sur l'esplanade. (Cale de la Savatte)."
"AMAP Homme de Terre";angers;49;"https://www.facebook.com/amapesa | go.php?typ=1&id=854";amaphommedeterre49@gmail.com;" Légumes BIO, fruits, volaille BIO, oeufs BIO, pain, agneau, veau, produits laitiers, miel";"Distribution le mercredi de 18h15 à 19h15 sur le parking de l'ESA (Ecole Supérieure d'Agriculture) - 40, rue Chèvre."
"AMAP L'Aneth";angers;49;;amaplaneth@riseup.net;" Légumes BIO, pommes BIO, lait et yaourts BIO, agrumes, pain, veau, agneau, ?ufs, fromage de chèvre, légumineuses et farines";"Distribution le mercredi de 18h30 à 19h30 à la MFR la Saillerie - 2, rue Pilastres (entrée côté Place Ney)."
"AMAP les potes en bottes";angers;49;;guennec.thierry@free.fr;" Légumes";"distribution le mardi de 17h45 -18h45 chez PENROSE au 138, Rue de la Chalouère."
"AMAP'O POTES";bauge;49;go.php?typ=1&id=844;bauge.amapopotes@gmail.com;" Légumes BIO, pommes BIO, jus de fruits, volailles, pain, oeufs, fromage de brebis, galettes, crêpes, champignons, vin, miel, pâtes, fruits corses";"Distribution le mercredi de 18h à 19h dans un local chemin de Rancan."
"AMAP des Fondus du Panier";beaufort-en-vallee;49;go.php?typ=1&id=845;amaplesfondusdupanier@gmail.com;" Légumes, fruits, agrumes BIO, fromage, pain, oeufs, poissons, poulet BIO, galettes, crêpes, légumineuses";"Distribution le vendredi de 18h30 à 19h30 dans les locaux de l'association « l?Etape » place de l?ancienne usine à gaz."
"AMAP LA BELLOQUOISE";beaulieu-sur-layon;49;go.php?typ=1&id=2172;lamap.labelloquoise@gmail.com;" Légumes, agrumes, viande de veau et boeuf, de porc, produits laitiers de chèvre, fromages, volaille, pain, pâtes fraiches, farine, huile, miel";"Distribution le mercredi de 18h45 à 19h30 - 13 bis, rue de l'orée (route de Mozé)."
"AMAP Coup d'pousse";beaupreau-en-mauges;49;go.php?typ=1&id=851;amapcoupdpousse@yahoo.fr;" Légumes, fruits, produits laitiers, volaille, oeufs, viande bovine, pain, pâtes fraiches";"Distribution le jeudi de 18h15 à 19h15 à la salle du 8 mai."
"Amap de la Confluence";bouchemaine;49;https://fr-fr.facebook.com/amapconfluence/;amapconfluence@orange.fr;" Légumes, pommes d'Anjou, fruits de Corse, volailles, oeufs, viandes, fromages, farines, pains, galettes, crêpes, bière, tisanes";"Distribution le jeudi de 18h30 à 19h30 à la salle Chevrière."
"AMAP de la Goutte d'Eau";brain-sur-l-authion;49;go.php?typ=1&id=838;contact@amap-goutte-eau.fr;" Légumes, fruits, viandes, miel, volaille, oeufs, lait, fromages de brebis, pain, galettes, crêpes, farine";"Distribution le jeudi de 18h30 à 19h30 au terrain de pétanque - rue du Pont Caroline (en face du camping). Contact téléphonique: - Dominique BAUDOIN - tél: 02 41 76 73 43"
"AMAP des Basses Vallées";cantenay-epinard;49;"https://www.facebook.com/AMAP-des-Basses-Vall%C3%A9es-Angevines-361882014297182/ | go.php?typ=1&id=1395";amap.bv_CHEZ_gmail.com;" Légumes, agrumes, fruits, volailles, produits laitiers, viandes, fromages, oeufs, huile de tournesol, miel, châtaignes, sel";"Distribution le mardi de 18h à 19h sous le préau de la Maison Commune des Loisirs (MCL)juste à côté de la mairie."
"AMAP des Quatre Vents";champtoceaux;49;;;" Légumes, fruits, volailles, viande bovine, poisson, pain, produits laitiers, vin";"Distribution le jeudi de 18h30 à 19h30 à La Champenière - dans la Grange de François - sur la commune de Drain."
"AMAP des 3 Sol";chanzeaux;49;go.php?typ=1&id=836;contact@amap3sol.org;" Légumes, fruits, oeufs, viandes, volaille, fromage, huile";"Distribution le mardi de 18h30 à 19h15 à La Haute Chauvelière."
"AMAP des Prés Bas";cheffes;49;go.php?typ=1&id=1360;amapdespresbas@gmail.com;" Légumes, oeufs, volailles, pommes et jus, viandes bovine, d'agneau et de porc, poisson, huile de tournesol, miel, pain d'épices, nougats, tisanes et plantes aromatiques";"Distribution le jeudi de 18h30 à 19h30 à l'ancienne cantine, face à la halte fluviale."
AMAP'porte;chemille;49;go.php?typ=1&id=840;amap.porte@gmail.com;" Légumes, pommes, agrumes, viandes (bovine-porcine), volaille, ?ufs, poisson, pain, produits laitiers (beurre/crème fraîche), lait, farine, huile, galettes, tisanes";"Distribution le vendredi de 18h30 à 19h15 au Cercle Pointu - rue de la Broderie (d?octobre à mars) et à la ferme de la Prée (d?avril à septembre). Contacts téléphoniques : 06 37 78 89 73 / 06 77 71 17 95"
"AMAP de Chambiers";chevire-le-rouge;49;go.php?typ=1&id=1397;amapdechambiers@laposte.net;" Légumes, agrumes, pain, lait, oeufs, poulet, poisson, farine";"Distribution le mardi de 18h30 à 19h30 sous le préau de la salle des Fêtes."
"Le Panier de la Moine";cholet;49;go.php?typ=1&id=2037;amapcholet@gmail.com;" Légumes, fruits, volailles, oeufs, lait, farine, huile, pain, yaourt, canard, mouton, lapin, boeuf, miel, saucisses, miel, pain d'épices";"Distribution le mercredi de 18h30 à 19h30 au Centre Social du Verger - rue du Bois régnier."
"Les Fermes AMAP'orte";doue-la-fontaine;49;go.php?typ=1&id=1243;contact@lesfermesamaporte.org;" Légumes, fruits, produits laitiers, fromage, oeufs, viandes bovine, ovine & porcine, pain, farine, huile, légumes secs, vinaigre, miel, confiture,bière";"Distribution le jeudi de 18h30 à 19h30 sur le terrain de la Carte (jeux de pétanques)- rue de Soulanger."
AMAP'pétit;gennes;49;go.php?typ=1&id=835;amap@smallbard.com;" Légumes BIO, fruits, jus de pomme, oeufs, viande, fromage, poulet, choucroute, pain, galettes, champignons, pâtes, miel";"Distribution le jeudi de 18h30 à 19h30 au Moulin de Sarré."
"Les Voisins de Panier";la-membrolle-sur-longuenee;49;go.php?typ=1&id=839;contact@amap49-membrolle.fr;" Légumes, fruits, volailles, produits laitiers, oeufs, agneau, boeuf, porc, farine, huile tournesol, miel, tisanes, légumineuses, pain, vins, pâtes";"Distribution le jeudi de 18h30 à 19h30 à la Ferme de la Ville - chemin de la ville. Tous les produits sont BIO"
"AMAP du Panier Vert";le-longeron;49;go.php?typ=1&id=848;amapj.lepaniervert@yahoo.com;" Légumes BIO, fruits BIO, lait BIO, pain BIO, volaille BIO, oeufs BIO, huiles BIO, confitures et sirops BIO, viande de boeuf BIO, beurre et crème BIO, poisson, miels";"Distribution le vendredi de 17h45 à 18h45 à la ferme de la Papaudière (pour le poisson un mardi par mois à 19h15)."
